element_id,element_type,zone_name,svg_file_name,axis_span,floor_level,contractor,block,plan_file,x_coord,y_coord,panel_orientation,width_cm,height_cm,area_sqm,created_at
Z02-GL-1016-A-شآ,GLASS,Z02,Zone02.svg,F-E,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,2570.4,569.1,,,,,2025-07-05 16:48:40
Z02-GL-1017-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2556.27,616.553,,,,,2025-07-05 16:48:40
Z02-GL-1018-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2542.15,631.011,,,,,2025-07-05 16:48:40
Z02-GL-1019-A-شآ,GLASS,Z02,Zone02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1484.13,1893.58,,,,,2025-07-05 16:48:40
Z02-GL-102-A-شآ,GLASS,Z02,Zone02.svg,D-C,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,1914.78,490.272,,,,,2025-07-05 16:48:40
Z02-GL-1020-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2570.4,631.011,,,,,2025-07-05 16:48:40
Z02-GL-1021-A-شآ,GLASS,Z02,Zone02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1420.2,1893.58,,,,,2025-07-05 16:48:40
Z02-GL-1022-A-شآ,GLASS,Z02,Zone02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1420.2,1815.68,,,,,2025-07-05 16:48:40
Z02-GL-1023-A-شآ,GLASS,Z02,Zone02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1420.2,1752.84,,,,,2025-07-05 16:48:40
Z02-GL-1024-A-شآ,GLASS,Z02,Zone02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1484.13,1815.68,,,,,2025-07-05 16:48:40
Z02-GL-1025-A-شآ,GLASS,Z02,Zone02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1484.13,1752.84,,,,,2025-07-05 16:48:40
Z02-GL-1026-A-شآ,GLASS,Z02,Zone02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1531.21,1752.84,,,,,2025-07-05 16:48:40
Z02-GL-1027-A-شآ,GLASS,Z02,Zone02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1531.21,1815.68,,,,,2025-07-05 16:48:40
Z02-GL-1028-A-شآ,GLASS,Z02,Zone02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1531.21,1893.58,,,,,2025-07-05 16:48:40
Z02-GL-1029-A-شآ,GLASS,Z02,Zone02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,910.871,1865.2,,,,,2025-07-05 16:48:40
Z02-GL-103-A-شآ,GLASS,Z02,Zone02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,1591.94,,,,,2025-07-05 16:48:40
Z02-GL-1030-A-شآ,GLASS,Z02,Zone02.svg,C-B,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,1531.21,569.1,,,,,2025-07-05 16:48:40
Z02-GL-1031-A-شآ,GLASS,Z02,Zone02.svg,C-B,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1032-A-شآ,GLASS,Z02,Zone02.svg,C-B,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,824.809,,,,,2025-07-05 16:48:40
Z02-GL-1033-A-شآ,GLASS,Z02,Zone02.svg,C-B,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,886.72,,,,,2025-07-05 16:48:40
Z02-GL-1034-A-شآ,GLASS,Z02,Zone02.svg,C-B,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,886.72,,,,,2025-07-05 16:48:40
Z02-GL-1035-A-شآ,GLASS,Z02,Zone02.svg,C-B,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,886.72,,,,,2025-07-05 16:48:40
Z02-GL-1036-A-شآ,GLASS,Z02,Zone02.svg,C-B,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,824.809,,,,,2025-07-05 16:48:40
Z02-GL-1037-A-شآ,GLASS,Z02,Zone02.svg,C-B,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,824.809,,,,,2025-07-05 16:48:40
Z02-GL-1038-A-شآ,GLASS,Z02,Zone02.svg,C-B,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1039-A-شآ,GLASS,Z02,Zone02.svg,B-A,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,745.982,,,,,2025-07-05 16:48:40
Z02-GL-104-A-شآ,GLASS,Z02,Zone02.svg,B-A,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,1867.69,490.272,,,,,2025-07-05 16:48:40
Z02-GL-1040-A-شآ,GLASS,Z02,Zone02.svg,D-C,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,1257.4,,,,,2025-07-05 16:48:40
Z02-GL-1041-A-شآ,GLASS,Z02,Zone02.svg,D-C,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,1336.23,,,,,2025-07-05 16:48:40
Z02-GL-1042-A-شآ,GLASS,Z02,Zone02.svg,D-C,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,1398.14,,,,,2025-07-05 16:48:40
Z02-GL-1043-A-شآ,GLASS,Z02,Zone02.svg,D-C,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,1398.14,,,,,2025-07-05 16:48:40
Z02-GL-1044-A-شآ,GLASS,Z02,Zone02.svg,D-C,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,1398.14,,,,,2025-07-05 16:48:40
Z02-GL-1045-A-شآ,GLASS,Z02,Zone02.svg,D-C,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,1336.23,,,,,2025-07-05 16:48:40
Z02-GL-1046-A-شآ,GLASS,Z02,Zone02.svg,D-C,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,1336.23,,,,,2025-07-05 16:48:40
Z02-GL-1047-A-شآ,GLASS,Z02,Zone02.svg,D-C,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,1257.4,,,,,2025-07-05 16:48:40
Z02-GL-1048-A-شآ,GLASS,Z02,Zone02.svg,D-C,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,1257.4,,,,,2025-07-05 16:48:40
Z02-GL-1049-A-شآ,GLASS,Z02,Zone02.svg,D-C,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,1513.11,,,,,2025-07-05 16:48:40
Z02-GL-105-A-شآ,GLASS,Z02,Zone02.svg,D-C,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,2028.37,490.272,,,,,2025-07-05 16:48:40
Z02-GL-1050-A-شآ,GLASS,Z02,Zone02.svg,D-C,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,1591.94,,,,,2025-07-05 16:48:40
Z02-GL-1051-A-شآ,GLASS,Z02,Zone02.svg,D-C,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,1653.85,,,,,2025-07-05 16:48:40
Z02-GL-1052-A-شآ,GLASS,Z02,Zone02.svg,D-C,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,1653.85,,,,,2025-07-05 16:48:40
Z02-GL-1053-A-شآ,GLASS,Z02,Zone02.svg,E-D,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,1653.85,,,,,2025-07-05 16:48:40
Z02-GL-1054-A-شآ,GLASS,Z02,Zone02.svg,E-D,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,1591.94,,,,,2025-07-05 16:48:40
Z02-GL-1055-A-شآ,GLASS,Z02,Zone02.svg,B-A,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,1591.94,,,,,2025-07-05 16:48:40
Z02-GL-1056-A-شآ,GLASS,Z02,Zone02.svg,F-E,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,1513.11,,,,,2025-07-05 16:48:40
Z02-GL-1057-A-شآ,GLASS,Z02,Zone02.svg,B-A,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,1513.11,,,,,2025-07-05 16:48:40
Z02-GL-1058-A-شآ,GLASS,Z02,Zone02.svg,B-A,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1914.78,886.72,,,,,2025-07-05 16:48:40
Z02-GL-1059-A-شآ,GLASS,Z02,Zone02.svg,B-A,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1914.78,824.809,,,,,2025-07-05 16:48:40
Z02-GL-106-A-شآ,GLASS,Z02,Zone02.svg,B-A,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2411.93,1591.94,,,,,2025-07-05 16:48:40
Z02-GL-1060-A-شآ,GLASS,Z02,Zone02.svg,B-A,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1914.78,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1061-A-شآ,GLASS,Z02,Zone02.svg,D-C,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1867.69,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1062-A-شآ,GLASS,Z02,Zone02.svg,D-C,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1867.69,824.809,,,,,2025-07-05 16:48:40
Z02-GL-1063-A-شآ,GLASS,Z02,Zone02.svg,B-A,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1803.76,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1064-A-شآ,GLASS,Z02,Zone02.svg,B-A,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1803.76,824.809,,,,,2025-07-05 16:48:40
Z02-GL-1065-A-شآ,GLASS,Z02,Zone02.svg,B-A,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1803.76,886.72,,,,,2025-07-05 16:48:40
Z02-GL-1066-A-شآ,GLASS,Z02,Zone02.svg,B-A,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1867.69,886.72,,,,,2025-07-05 16:48:40
Z02-GL-1067-A-شآ,GLASS,Z02,Zone02.svg,C-B,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1644.81,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1068-A-شآ,GLASS,Z02,Zone02.svg,C-B,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1644.81,824.809,,,,,2025-07-05 16:48:40
Z02-GL-1069-A-شآ,GLASS,Z02,Zone02.svg,B-A,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1644.81,886.72,,,,,2025-07-05 16:48:40
Z02-GL-107-A-شآ,GLASS,Z02,Zone02.svg,D-C,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,1755.82,490.272,,,,,2025-07-05 16:48:40
Z02-GL-1070-A-شآ,GLASS,Z02,Zone02.svg,F-E,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1707.87,886.72,,,,,2025-07-05 16:48:40
Z02-GL-1071-A-شآ,GLASS,Z02,Zone02.svg,F-E,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1755.82,886.72,,,,,2025-07-05 16:48:40
Z02-GL-1072-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1707.87,824.809,,,,,2025-07-05 16:48:40
Z02-GL-1073-A-شآ,GLASS,Z02,Zone02.svg,B-A,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1755.82,824.809,,,,,2025-07-05 16:48:40
Z02-GL-1074-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1755.82,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1075-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1707.87,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1076-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1531.21,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1077-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1484.13,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1078-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1420.2,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1079-A-شآ,GLASS,Z02,Zone02.svg,F-E,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1372.25,745.982,,,,,2025-07-05 16:48:40
Z02-GL-108-A-شآ,GLASS,Z02,Zone02.svg,D-C,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,1591.94,,,,,2025-07-05 16:48:40
Z02-GL-1080-A-شآ,GLASS,Z02,Zone02.svg,B-A,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1324.31,745.982,,,,,2025-07-05 16:48:40
Z02-GL-1081-A-شآ,GLASS,Z02,Z02.svg,E-D,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1261.24,745.982,,,,,2025-07-09 10:45:12
Z02-GL-1082-A-شآ,GLASS,Z02,Z02.svg,E-D,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1261.24,824.809,,,,,2025-07-09 10:45:12
Z02-GL-1083-A-شآ,GLASS,Z02,Z02.svg,E-D,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1324.31,824.809,,,,,2025-07-09 10:45:12
Z02-GL-1084-A-شآ,GLASS,Z02,Z02.svg,E-D,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1372.25,824.809,,,,,2025-07-09 10:45:12
Z02-GL-1085-A-شآ,GLASS,Z02,Z02.svg,E-D,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1420.2,824.809,,,,,2025-07-09 10:45:12
Z02-GL-1086-A-شآ,GLASS,Z02,Z02.svg,E-D,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1484.13,824.809,,,,,2025-07-09 10:45:12
Z02-GL-1087-A-شآ,GLASS,Z02,Z02.svg,E-D,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,1531.21,824.809,,,,,2025-07-09 10:45:12
Z02-GL-1088-A-شآ,GLASS,Z02,Z02.svg,E-D,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1531.21,886.72,,,,,2025-07-09 10:45:12
Z02-GL-1089-A-شآ,GLASS,Z02,Z02.svg,E-D,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1484.13,886.72,,,,,2025-07-09 10:45:12
Z02-GL-109-A-شآ,GLASS,Z02,Zone02.svg,B-A,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,1644.81,490.272,,,,,2025-07-05 16:48:40
Z02-GL-1090-A-شآ,GLASS,Z02,Z02.svg,E-D,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1420.2,886.72,,,,,2025-07-09 10:45:12
Z02-GL-1091-A-شآ,GLASS,Z02,Z02.svg,E-D,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1372.25,886.72,,,,,2025-07-09 10:45:12
Z02-GL-1092-A-شآ,GLASS,Z02,Z02.svg,E-D,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1324.31,886.72,,,,,2025-07-09 10:45:12
Z02-GL-1093-A-شآ,GLASS,Z02,Z02.svg,E-D,3rd FLOOR,شرکت آتیه نما,A,Zone02.svg,1261.24,886.72,,,,,2025-07-09 10:45:12
Z02-GL-1094-A-شآ,GLASS,Z02,Z02.svg,B-A,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2699.28,631.011,,,,,2025-07-09 10:45:12
Z02-GL-1095-A-شآ,GLASS,Z02,Z02.svg,E-D,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,1372.25,569.1,,,,,2025-07-09 10:45:12
Z02-GL-1096-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1147.65,1752.84,,,,,2025-07-09 10:45:12
Z02-GL-1097-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1100.56,1752.84,,,,,2025-07-09 10:45:12
Z02-GL-1098-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1036.64,1752.84,,,,,2025-07-09 10:45:12
Z02-GL-1099-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,988.691,1752.84,,,,,2025-07-09 10:45:12
Z02-GL-11-A-شآ,GLASS,Z02,Zone02.svg,C-B,4th FLOOR,شرکت آتیه نما,A,Zone02.svg,2139.38,745.982,,,,,2025-07-05 16:48:40
Z02-GL-110-A-شآ,GLASS,Z02,Zone02.svg,D-C,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,1644.81,569.1,,,,,2025-07-05 16:48:40
Z02-GL-1100-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,910.871,1752.84,,,,,2025-07-09 10:45:12
Z02-GL-1101-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2298.34,1513.11,,,,,2025-07-09 10:45:12
Z02-GL-1102-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2251.26,1513.11,,,,,2025-07-09 10:45:12
Z02-GL-1103-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,988.691,1815.68,,,,,2025-07-09 10:45:12
Z02-GL-1104-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2187.33,1513.11,,,,,2025-07-09 10:45:12
Z02-GL-1105-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2139.38,1513.11,,,,,2025-07-09 10:45:12
Z02-GL-1106-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2091.44,1513.11,,,,,2025-07-09 10:45:12
Z02-GL-1107-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2028.37,1513.11,,,,,2025-07-09 10:45:12
Z02-GL-1108-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1036.64,1815.68,,,,,2025-07-09 10:45:12
Z02-GL-1109-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2028.37,1591.94,,,,,2025-07-09 10:45:12
Z02-GL-111-A-شآ,GLASS,Z02,Zone02.svg,D-C,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2522.68,1653.85,,,,,2025-07-05 16:48:40
Z02-GL-1110-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2091.44,1591.94,,,,,2025-07-09 10:45:12
Z02-GL-1111-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2139.38,1591.94,,,,,2025-07-09 10:45:12
Z02-GL-1112-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2187.33,1591.94,,,,,2025-07-09 10:45:12
Z02-GL-1113-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1100.56,1815.68,,,,,2025-07-09 10:45:12
Z02-GL-1114-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2251.26,1591.94,,,,,2025-07-09 10:45:12
Z02-GL-1115-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2298.34,1591.94,,,,,2025-07-09 10:45:12
Z02-GL-1116-A-شآ,GLASS,Z02,Z02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2298.34,1653.85,,,,,2025-07-09 10:45:12
Z02-GL-1117-A-شآ,GLASS,Z02,Z02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2251.26,1653.85,,,,,2025-07-09 10:45:12
Z02-GL-1118-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1147.65,1815.68,,,,,2025-07-09 10:45:12
Z02-GL-1119-A-شآ,GLASS,Z02,Z02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2187.33,1653.85,,,,,2025-07-09 10:45:12
Z02-GL-112-A-شآ,GLASS,Z02,Zone02.svg,B-A,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,1707.87,569.1,,,,,2025-07-05 16:48:40
Z02-GL-1120-A-شآ,GLASS,Z02,Z02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2139.38,1653.85,,,,,2025-07-09 10:45:12
Z02-GL-1121-A-شآ,GLASS,Z02,Z02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2091.44,1653.85,,,,,2025-07-09 10:45:12
Z02-GL-1122-A-شآ,GLASS,Z02,Z02.svg,C-B,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2028.37,1653.85,,,,,2025-07-09 10:45:12
Z02-GL-1123-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1147.65,1893.58,,,,,2025-07-09 10:45:12
Z02-GL-1124-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1100.56,1893.58,,,,,2025-07-09 10:45:12
Z02-GL-1125-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1036.64,1893.58,,,,,2025-07-09 10:45:12
Z02-GL-1126-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,988.691,1893.58,,,,,2025-07-09 10:45:12
Z02-GL-1127-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,910.871,1865.2,,,,,2025-07-09 10:45:12
Z02-GL-1128-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,988.691,1752.84,,,,,2025-07-09 10:45:12
Z02-GL-1129-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,988.691,1815.68,,,,,2025-07-09 10:45:12
Z02-GL-113-A-شآ,GLASS,Z02,Zone02.svg,C-B,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,1755.82,569.1,,,,,2025-07-05 16:48:40
Z02-GL-1130-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,988.691,1893.58,,,,,2025-07-09 10:45:12
Z02-GL-1131-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2298.34,1257.4,,,,,2025-07-09 10:45:12
Z02-GL-1132-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2251.26,1257.4,,,,,2025-07-09 10:45:12
Z02-GL-1133-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1100.56,1893.58,,,,,2025-07-09 10:45:12
Z02-GL-1134-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2187.33,1257.4,,,,,2025-07-09 10:45:12
Z02-GL-1135-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2139.38,1257.4,,,,,2025-07-09 10:45:12
Z02-GL-1136-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2091.44,1257.4,,,,,2025-07-09 10:45:12
Z02-GL-1137-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2028.37,1257.4,,,,,2025-07-09 10:45:12
Z02-GL-1138-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1036.64,1893.58,,,,,2025-07-09 10:45:12
Z02-GL-1139-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2028.37,1336.23,,,,,2025-07-09 10:45:12
Z02-GL-114-A-شآ,GLASS,Z02,Zone02.svg,D-C,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,2475.0,1653.85,,,,,2025-07-05 16:48:40
Z02-GL-1140-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2091.44,1336.23,,,,,2025-07-09 10:45:12
Z02-GL-1141-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2139.38,1336.23,,,,,2025-07-09 10:45:12
Z02-GL-1142-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2187.33,1336.23,,,,,2025-07-09 10:45:12
Z02-GL-1143-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1036.64,1815.68,,,,,2025-07-09 10:45:12
Z02-GL-1144-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2251.26,1336.23,,,,,2025-07-09 10:45:12
Z02-GL-1145-A-شآ,GLASS,Z02,Z02.svg,C-B,2nd FLOOR,شرکت آتیه نما,A,Zone02.svg,2298.34,1336.23,,,,,2025-07-09 10:45:12
Z02-GL-1146-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2298.34,1398.14,,,,,2025-07-09 10:45:12
Z02-GL-1147-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2251.26,1398.14,,,,,2025-07-09 10:45:12
Z02-GL-1148-A-شآ,GLASS,Z02,Z02.svg,F-E,GROUND FLOOR,شرکت آتیه نما,A,Zone02.svg,1036.64,1752.84,,,,,2025-07-09 10:45:12
Z02-GL-1149-A-شآ,GLASS,Z02,Z02.svg,C-B,1ST FLOOR,شرکت آتیه نما,A,Zone02.svg,2187.33,1398.14,,,,,2025-07-09 10:45:12
Z02-GL-115-A-شآ,GLASS,Z02,Zone02.svg,D-C,5th FLOOR,شرکت آتیه نما,A,Zone02.svg,2139.38,490.272,,,,,2025-07-05 16:48:40
